2017-04-01  668 
2017-04-02  569 
2017-04-03  709 
2017-04-04  667 
2017-04-05  637 
2017-04-06  615 
2017-04-07  592 
2017-04-08  590 
2017-04-09  529 
2017-04-10  646 
2017-04-11  823 
2017-04-12  618 
2017-04-13  677 
2017-04-14  526 
2017-04-15  543 
2017-04-16  610 
2017-04-17  604 
2017-04-18  535 
2017-04-19  516 
2017-04-20  575 
2017-04-21  664 
2017-04-22  493 
2017-04-23  476 
2017-04-24  459 
2017-04-25  555 
2017-04-26  570 
2017-04-27  499 
2017-04-28  517 
2017-04-29  214 
2017-04-30  356 
2017-05-01  638 
2017-05-02  786 
2017-05-03  508 
2017-05-04  410 
2017-05-05  531 
2017-05-06  494 
2017-05-07  664 
2017-05-08  790 
2017-05-09  632 
2017-05-10  694 
2017-05-11  749 
2017-05-12  540 
2017-05-13  470 
2017-05-14  634 
2017-05-15  570 
2017-05-16  594 
2017-05-17  797 
2017-05-18  630 
2017-05-19  740 
2017-05-20  756 
2017-05-21  675 
2017-05-22  711 
2017-05-23  662 
2017-05-24  648 
2017-05-25  796 
2017-05-26  873 
2017-05-27  681 
2017-05-28  725 
2017-05-29  711 
2017-05-30  782 
2017-05-31  839 
2017-06-01  772 
2017-06-02  662 
2017-06-03  649 
2017-06-04  708 
2017-06-05  847 
2017-06-06  709 
2017-06-07  736 
2017-06-08  771 
2017-06-09  703 
2017-06-10  629 
2017-06-11  571 
2017-06-12  884 
2017-06-13  764 
2017-06-14  739 
2017-06-15  729 
2017-06-16  666 
2017-06-17  652 
2017-06-18  700 
2017-06-19  725 
2017-06-20  642 
2017-06-21  745 
2017-06-22  775 
2017-06-23  896 
2017-06-24  609 
2017-06-25  720 
2017-06-26  735 
2017-06-27  935 
2017-06-28  504 
2017-06-29  804 
2017-06-30  688 
2017-06-01  772 
2017-06-02  662 
2017-06-03  649 
2017-06-04  708 
2017-06-05  847 
2017-06-06  709 
2017-06-07  736 
2017-06-08  771 
2017-06-09  703 
2017-06-10  629 
2017-06-11  571 
2017-06-12  884 
2017-06-13  764 
2017-06-14  739 
2017-06-15  729 
2017-06-16  666 
2017-06-17  652 
2017-06-18  700 
2017-06-19  725 
2017-06-20  642 
2017-06-21  745 
2017-06-22  775 
2017-06-23  896 
2017-06-24  609 
2017-06-25  720 
2017-06-26  735 
2017-06-27  935 
2017-06-28  504 
2017-06-29  804 
2017-06-30  688 
2017-07-01  626 
2017-07-02  579 
2017-07-03  492 
2017-07-04  694 
2017-07-05  646 
2017-07-06  422 
2017-07-07  511 
2017-07-08  719 
2017-07-09  721 
2017-07-10  841 
2017-07-11  686 
2017-07-12  854 
2017-07-13  670 
2017-07-14  658 
2017-07-15  698 
2017-07-16  521 
2017-07-17  804 
2017-07-18  631 
2017-07-19  754 
2017-07-20  737 
2017-07-21  881 
2017-07-22  623 
2017-07-23  697 
2017-07-24  884 
2017-07-25  870 
2017-07-26  753 
2017-07-27  936 
2017-07-28  770 
2017-07-29  754 
2017-07-30  730 
2017-07-31  918 
2017-08-01  790 
2017-08-02  914 
2017-08-03  832 
2017-08-04  892 
2017-08-05  651 
2017-08-06  654 
2017-08-07  705 
2017-08-08  562 
2017-08-09  1023 
2017-08-10  882 
2017-08-11  906 
2017-08-12  797 
2017-08-13  843 
2017-08-14  779 
2017-08-15  860 
2017-08-16  833 
2017-08-17  915 
2017-08-18  796 
2017-08-19  836 
2017-08-20  706 
2017-08-21  618 
2017-08-22  755 
2017-08-23  675 
2017-08-24  817 
2017-08-25  783 
2017-08-26  727 
2017-08-27  674 
2017-08-28  604 
2017-08-29  791 
2017-08-30  738 
2017-08-31  877 
2017-09-01  852 
2017-09-02  774 
2017-09-03  817 
2017-09-04  936 
2017-09-05  864 
2017-09-06  980 
2017-09-07  998 
2017-09-08  952 
2017-09-09  800 
2017-09-10  805 
2017-09-11  925 
2017-09-12  901 
2017-09-13  904 
2017-09-14  977 
2017-09-15  933 
2017-09-16  866 
2017-09-17  902 
2017-09-18  954 
2017-09-19  939 
2017-09-20  817 
2017-09-21  782 
2017-09-22  919 
2017-09-23  859 
2017-09-24  765 
2017-09-25  573 
2017-09-26  951 
2017-09-27  656 
2017-09-28  986 
2017-09-29  706 
2017-09-30  782 
2017-10-01  853 
2017-10-02  801 
2017-10-03  911 
2017-10-04  852 
2017-10-05  817 
2017-10-06  802 
2017-10-07  620 
2017-10-08  575 
2017-10-09  644 
2017-10-10  671 
2017-10-11  921 
2017-10-12  875 
2017-10-13  631 
2017-10-14  632 
2017-10-15  577 
2017-10-16  525 
2017-10-17  529 
2017-10-18  188 
2017-10-19  351 
2017-10-20  364 
2017-10-21  373 
2017-10-22  382 
2017-10-23  378 
2017-10-24  346 
2017-10-25  347 
2017-10-26  355 
2017-10-27  831 
2017-10-28  789 
2017-10-29  709 
2017-10-30  892 
2017-10-31  841 
2017-11-01  798 
2017-11-02  906 
2017-11-03  877 
2017-11-04  710 
2017-11-05  732 
2017-11-06  818 
2017-11-07  808 
2017-11-08  871 
2017-11-09  887 
2017-11-10  797 
2017-11-11  724 
2017-11-12  761 
2017-11-13  837 
2017-11-14  781 
2017-11-15  732 
2017-11-16  763 
2017-11-17  840 
2017-11-18  736 
2017-11-19  691 
2017-11-20  761 
2017-11-21  879 
2017-11-22  875 
2017-11-23  783 
2017-11-24  859 
2017-11-25  763 
2017-11-26  746 
2017-11-27  745 
2017-11-28  618 
2017-11-29  748 
2017-11-30  830 
2017-12-01  745 
2017-12-02  536 
2017-12-03  540 
2017-12-04  767 
2017-12-05  842 
2017-12-06  828 
2017-12-07  828 
2017-12-08  781 
2017-12-09  659 
2017-12-10  583 
2017-12-11  708 
2017-12-12  802 
2017-12-13  715 
2017-12-14  842 
2017-12-15  810 
2017-12-16  661 
2017-12-17  656 
2017-12-18  677 
2017-12-19  712 
2017-12-20  805 
2017-12-21  840 
2017-12-22  792 
2017-12-23  692 
2017-12-24  617 
2017-12-25  486 
2017-12-26  550 
2017-12-27  795 
2017-12-28  810 
2017-12-29  823 
2017-12-30  624 
2017-12-31  617 
2018-01-01  669 
2018-01-02  847 
2018-01-03  854 
2018-01-04  766 
2018-01-05  742 
2018-01-06  466 
2018-01-07  626 
2018-01-08  877 
2018-01-09  909 
2018-01-10  685 
2018-01-11  1153 
2018-01-12  839 
2018-01-13  376 
2018-01-14  610 
2018-01-15  424 
2018-01-16  358 
2018-01-17  397 
2018-01-18  536 
2018-01-19  523 
2018-01-20  333 
2018-01-21  475 
2018-01-22  326 
2018-01-23  331 
2018-01-24  308 
2018-01-25  238 
2018-01-26  353 
2018-01-27  479 
2018-01-28  489 
2018-01-29  252 
2018-01-30  311 
2018-01-31  310 
2018-02-01  238 
2018-02-02  267 
2018-02-03  412 
2018-02-04  86 
2018-02-05  102 
2018-02-06  281 
2018-02-07  229 
2018-02-08  281 
2018-02-09  242 
2018-02-10  223 
2018-02-11  291 
2018-02-12  253 
2018-02-13  280 
2018-02-14  260 
2018-02-15  307 
2018-02-16  420 
2018-02-17  399 
2018-02-18  465 
2018-02-19  261 
2018-02-20  343 
2018-02-21  400 
2018-02-22  300 
2018-02-23  401 
2018-02-24  421 
2018-02-25  694 
2018-02-26  538 
2018-02-27  330 
2018-02-28  84 
2018-03-01  94 
2018-03-02  121 
2018-03-03  484 
2018-03-04  477 
2018-03-05  195 
2018-03-06  234 
2018-03-07  332 
2018-03-08  319 
2018-03-09  134 
2018-03-10  168 
2018-03-11  247 
2018-03-12  309 
2018-03-13  317 
2018-03-14  285 
2018-03-15  306 
2018-03-16  249 
2018-03-17  234 
2018-03-18  446 
2018-03-19  160 
2018-03-20  226 
2018-03-21  193 
2018-03-22  247 
2018-03-23  234 
2018-03-24  233 
2018-03-25  251 
2018-03-26  306 
2018-03-27  442 
2018-03-28  458 
2018-03-29  439 
2018-03-30  438 
2018-03-31  290 
2018-04-01  495 
2018-04-02  486 
2018-04-03  366 
2018-04-04  509 
2018-04-05  386 
2018-04-06  498 
2018-04-07  347 
2018-04-08  578 
2018-04-09  443 
2018-04-10  296 
2018-04-11  474 
2018-04-12  512 
2018-04-13  445 
2018-04-14  619 
2018-04-15  495 
2018-04-16  488 
2018-04-17  530 
2018-04-18  676 
2018-04-19  735 
2018-04-20  581 
2018-04-21  732 
2018-04-22  562 
2018-04-23  507 
2018-04-24  406 
2018-04-25  538 
2018-04-26  425 
2018-04-27  566 
2018-04-28  497 
2018-04-29  406 
2018-04-30  451 
2018-05-01  515 
2018-05-02  604 
2018-05-03  597 
2018-05-04  339 
2018-05-05  381 
2018-05-06  388 
2018-05-07  304 
2018-05-08  343 
2018-05-09  320 
2018-05-10  544 
2018-05-11  361 
2018-05-12  376 
2018-05-13  376 
2018-05-14  340 
2018-05-15  482 
2018-05-16  409 
2018-05-17  355 
2018-05-18  325 
2018-05-19  406 
2018-05-20  418 
2018-05-21  372 
2018-05-22  335 
2018-05-23  389 
2018-05-24  310 
2018-05-25  0 
2018-05-29  0 
2018-05-30  5 
2018-05-31  363 
2018-06-01  348 
2018-06-02  338 
2018-06-03  400 
2018-06-04  383 
2018-06-05  384 
2018-06-06  325 
2018-06-07  388 
2018-06-08  230 
2018-06-09  374 
2018-06-10  362 
2018-06-11  290 
2018-06-12  341 
2018-06-13  413 
2018-06-14  344 
2018-06-15  387 
2018-06-16  426 
2018-06-17  392 
2018-06-18  360 
2018-06-19  396 
2018-06-20  473 
2018-06-21  409 
2018-06-22  390 
2018-06-23  419 
2018-06-24  438 
2018-06-25  553 
2018-06-26  502 
2018-06-27  47 
2018-07-01  389 
2018-07-02  406 
2018-07-03  474 
2018-07-04  417 
2018-07-05  561 
2018-07-06  439 
2018-07-07  409 
2018-07-08  366 
2018-07-09  452 
2018-07-10  448 
2018-07-11  364 
2018-07-12  407 
2018-07-13  431 
2018-07-14  295 
2018-07-15  418 
